,dishes_name
2123,蒜香辣花甲
2124,芝士烩波士顿龙虾
2125,水煮鱼
2126,酸辣藕丁
2127,香辣腐乳炒虾
2128,芝士烩波士顿龙虾
2129,水煮鱼
2130,美妙绝伦之白莲花
2131,凉拌菠菜
2132,爆炒鸡翅
2133,黄花菜炒木耳
2134,玉竹南北杏鸭腿汤
2135,盘蟹蒸蛋
2136,凉拌蒜蓉西兰花
2137,清蒸蝶鱼
2138,水煮鱼
2139,清蒸海鱼
2140,香酥两吃大虾
2141,清蒸蝶鱼
2142,辣炒海带丝
2143,培根紫菜卷
2144,辣炒鱿鱼
2145,肉丁茄子
2146,辣炒田螺
2147,蛋挞
2148,孜然羊排
2149,蒜香包
2150,农夫山泉NFC果汁100%橙汁
2151,53度茅台
2152,黄尾袋鼠西拉子红葡萄酒
2153,"照烧鸡腿


"
2154,"红酒土豆烧鸭腿


"
2155,番茄有机花菜
2156,"番茄炖牛腩


"
2157,"香烤牛排


"
2158,爆炒鸡翅
2159,五色糯米饭(七色)
2160,冰糖红豆薏米粥
2161,番茄炖秋葵
2162,炝炒大白菜
2163,黄花菜炒木耳
2164,西瓜胡萝卜沙拉
2165,西瓜胡萝卜沙拉
2166,冬瓜炒苦瓜
2167,青炒扁豆
2168,蓝带啤酒罐装
2169,"张裕葡萄酒张裕赤霞珠干红


"
2170,大蒜苋菜
2171,五彩藕苗
2172,木须豌豆
2173,山药养生粥
2174,白饭/大碗
2175,剁椒鱼头
2176,辣炒花蛤
2177,清爽拌凉面
2178,桂圆肉红豆八宝饭
2179,"蒙古烤羊腿


"
2180,香酥两吃大虾
2181,清蒸蝶鱼
2182,蒜蓉生蚝
2183,爆炒鳝碌
2184,杭椒鸡珍
2185,孜然羊排
2186,培根紫菜卷
2187,谷稻小庄 
2188,"红酒土豆烧鸭腿


"
2189,"五香酱驴肉


"
2190,西瓜胡萝卜沙拉
2191,番茄有机花菜
2192,倒立蒸梭子蟹
2193, 北冰洋汽水 
2194,"红酒土豆烧鸭腿


"
2195,大理石奶油蛋糕
2196,麻辣小龙虾
2197,杭椒鸡珍
2198,"番茄炖牛腩


"
2199,香酥两吃大虾
2200,白饭/大碗
2201,番茄炖秋葵
2202,五彩豆
2203,"小炒羊腰


"
2204,糖醋蕃茄溜青花
2205,白斩鸡
2206,黄油曲奇饼干
2207,金玉良缘
2208,桂圆肉红豆八宝饭
2209,酸辣藕丁
2210,麻辣小龙虾
2211,五彩藕苗
2212,"香烤牛排


"
2213,番茄炖秋葵
2214,"张裕葡萄酒张裕赤霞珠干红


"
2215,牛肉鸡蛋肠粉
2216,番茄有机花菜
2217,凉拌菠菜
2218,蛋挞
2219, 北冰洋汽水 
2220,"张裕葡萄酒张裕赤霞珠干红


"
2221,哈尔滨啤酒罐装
2222, 北冰洋汽水 
2223,蒜香包
2224,牛奶卷
2225,五色糯米饭(七色)
2226,老式面包
2227,南瓜枸杞小饼干
2228,打卤面
2229,小米南瓜粥
2230,青岛啤酒罐装
2231,白饭/大碗
2232,谷稻小庄 
2233,爆炒猪肝
2234,山药养生粥
2235,香酥两吃大虾
2236,姜葱炒花蟹
2237,油焖麻辣虾
2238,清蒸海鱼
2239,麻辣小龙虾
2240, 北冰洋汽水 
2241,麻辣小龙虾
2242,香酥两吃大虾
2243,辣炒花蛤
2244,香辣腐乳炒虾
2245,西瓜胡萝卜沙拉
2246,百里香奶油烤红酒牛肉
2247,干锅田鸡
2248,姜葱炒花蟹
2249,肉丁茄子
2250,麻辣小龙虾
2251,避风塘炒蟹
2252,糖醋蕃茄溜青花
2253,红酒炖羊肉
2254,牛尾汤
2255,蒜香辣花甲
2256,"党参黄芪炖牛尾


"
2257,美妙绝伦之白莲花
2258,酸辣藕丁
2259,农夫山泉NFC果汁100%橙汁
2260,剁椒鱼头
2261,糖醋蕃茄溜青花
2262,"张裕葡萄酒张裕赤霞珠干红


"
2263,炝炒大白菜
2264,爆炒双丝
2265,辣炒鱿鱼
2266,五色糯米饭(七色)
2267,白饭/小碗
2268,桂圆肉红豆八宝饭
2269,皮蛋瘦肉粥
2270,冰糖红豆薏米粥
2271,黄花菜炒木耳
2272,冰镇花螺
2273,蛋挞
2274,农夫山泉NFC果汁100%橙汁
2275,番茄甘蓝
2276,白饭/小碗
2277,玉竹南北杏鸭腿汤
2278,西瓜胡萝卜沙拉
2279,青炒扁豆
2280,盘蟹蒸蛋
2281,桂圆肉红豆八宝饭
2282,"泡椒凤爪


"
2283,鱼香肉丝拌面
2284,培根花菜
2285,水煮鱼
2286,"蒙古烤羊腿


"
2287,清蒸海鱼
2288,蓝带啤酒罐装
2289,露露无糖杏仁露
2290,凉拌菠菜
2291,白饭/小碗
2292,南瓜枸杞小饼干
2293, 北冰洋汽水 
2294,南瓜枸杞小饼干
2295,啤酒鸭
2296,白饭/小碗
2297,番茄炖秋葵
2298,蒜香包
2299,冰糖红豆薏米粥
2300,白饭/大碗
2301,爆炒猪肝
2302,香菇鸡肉粥
2303,酸辣藕丁
2304,"番茄炖牛腩


"
2305,豌豆薯仔猪骨汤
2306,孜然羊排
2307,咖啡奶香面包
2308,老式面包
2309,清爽拌凉面
2310,香酥两吃大虾
2311,爆炒猪肝
2312,焖猪手
2313,清蒸海鱼
2314,剁椒鱼头
2315,凉拌菠菜
2316,凉拌蒜蓉西兰花
2317,谷稻小庄 
2318,桂圆肉红豆八宝饭
2319,辣炒海带丝
2320,香酥两吃大虾
2321,焖猪手
2322,"香烤牛排


"
2323,皮蛋瘦肉粥
2324,倒立蒸梭子蟹
2325,水煮鱼
2326,豌豆薯仔猪骨汤
2327,葡萄奶酥(超酥香的饼干)
2328,麻辣小龙虾
2329,五色糯米饭(七色)
2330,芹菜炒腰花
2331,"香烤牛排


"
2332, 42度海之蓝
2333,剁椒鱼头
2334,麻辣小龙虾
2335,凉拌菠菜
2336,糖醋蕃茄溜青花
2337,糖醋蕃茄溜青花
2338,白饭/小碗
2339,一品香酥藕
2340,酸辣藕丁
2341,焖猪手
2342,芝士烩波士顿龙虾
2343,皮蛋瘦肉粥
2344,黄尾袋鼠西拉子红葡萄酒
2345,爆炒猪肝
2346,芹菜炒腰花
2347,白饭/大碗
2348,自制猪肉脯
2349,清蒸蝶鱼
2350,辣炒鱿鱼
2351,清蒸海鱼
2352,山药养生粥
2353,黑米恋上葡萄
2354,番茄有机花菜
2355,谷稻小庄 
2356,大蒜苋菜
2357,炝炒大白菜
2358,美妙绝伦之白莲花
2359,芝士烩波士顿龙虾
2360,桂圆肉红豆八宝饭
2361,清蒸海鱼
2362,爆炒猪肝
2363,凉拌菠菜
2364,53度茅台
2365,倒立蒸梭子蟹
2366,牛尾汤
2367,孜然羊排
2368,白饭/大碗
2369,"照烧鸡腿
"
2370,辣炒海带丝
2371,香菇鹌鹑蛋
2372,山药养生粥
2373,凉拌萝卜丝
2374,葱姜炒蟹
2375,老式面包
2376,培根花菜
2377,白饭/大碗
2378,"番茄炖牛腩
"
2379,自制猪肉脯
2380,蒜蓉生蚝
2381,芝士烩波士顿龙虾
2382,辣炒鱿鱼
2383,辣炒海带丝
2384,清蒸海鱼
2385,金玉良缘
2386,水煮鱼
2387,"照烧鸡腿
"
2388,白斩鸡
2389,"照烧鸡腿


"
2390,培根紫菜卷
2391,五彩藕苗
2392,白饭/大碗
2393,葱油凉拌藕片
2394,凉拌菠菜
2395,意文柠檬汁 
2396,谷稻小庄 
2397,鸡蛋、肉末肠粉
2398,超人气广式肠粉
2399,黄尾袋鼠西拉子红葡萄酒
2400,核桃葡萄干土司
2401,麻辣小龙虾
2402,香菇鹌鹑蛋
2403,姜葱炒花蟹
2404,意文柠檬汁 
2405,爆炒猪肝
2406,广式虾仁肠粉
2407,辣炒鱿鱼
2408,冰糖红豆薏米粥
2409,葱姜炒蟹
2410,麻辣小龙虾
2411,白胡椒胡萝卜羊肉汤
2412,孜然羊排
2413,"香烤牛排


"
2414,香酥两吃大虾
2415,凉拌菠菜
2416,芝麻烤紫菜
2417,爆炒双丝
2418,杭椒鸡珍
2419,香辣腐乳炒虾
2420,农夫山泉NFC果汁100%橙汁
2421,蓝带啤酒罐装
2422,木须豌豆
2423,番茄有机花菜
2424,豌豆薯仔猪骨汤
2425,谷稻小庄 
2426,美妙绝伦之白莲花
2427,清蒸海鱼
2428,凉拌菠菜
2429,五色糯米饭(七色)
2430,纸杯蛋糕
2431,五色糯米饭(七色)
2432,西瓜胡萝卜沙拉
2433,桂圆肉红豆八宝饭
2434,辣炒鱿鱼
2435,"独家薄荷鲜虾牛肉卷
"
2436,"党参黄芪炖牛尾
"
2437,美妙绝伦之白莲花
2438,爆炒双丝
2439, 北冰洋汽水 
2440,辣炒鱿鱼
2441,白饭/小碗
2442,凉拌菠菜
2443,炝炒大白菜
2444,盘蟹蒸蛋
2445,姜葱炒花蟹
2446,白饭/小碗
2447,辣炒花蛤
2448,"香辣爆羊肝


"
2449,油焖麻辣虾
2450,剁椒鱼头
2451,葱油凉拌藕片
2452,老式面包
2453,白饭/大碗
2454,青岛啤酒罐装
2455,肉丁茄子
2456,黑米恋上葡萄
2457, 北冰洋汽水 
2458,白饭/小碗
2459,超人气广式肠粉
2460,糖醋蕃茄溜青花
2461,爆炒鳝碌
2462,核桃葡萄干土司
2463,"番茄炖牛腩


"
2464,重庆特色油烧兔
2465,桂圆枸杞鸽子汤
2466,麻辣小龙虾
2467,爆炒猪肝
2468,法国波尔多AOC干红葡萄酒原
2469,辣炒鱿鱼
2470,蛋挞
2471,清炒菊花菜
2472,冰糖红豆薏米粥
2473,清蒸海鱼
2474,皮蛋瘦肉粥
2475,番茄炖秋葵
2476,农夫山泉NFC果汁100%橙汁
2477,土豆西红柿汤面
2478,谷稻小庄 
2479,桂圆肉红豆八宝饭
2480,炝炒大白菜
2481,美妙绝伦之白莲花
2482,凉拌菠菜
2483,凉拌蒜蓉西兰花
2484,红酒炖羊肉
2485,"泡椒凤爪


"
2486,核桃葡萄干土司
2487,芝士烩波士顿龙虾
2488,豌豆薯仔猪骨汤
2489,焖猪手
2490,清蒸蝶鱼
2491,芝士烩波士顿龙虾
2492,谷稻小庄 
2493,桂圆肉红豆八宝饭
2494,孜然羊排
2495,番茄甘蓝
2496,拌土豆丝
2497,培根花菜
2498,黄花菜炒木耳
2499,白饭/大碗
2500,谷稻小庄 
2501,香酥两吃大虾
2502,辣炒鱿鱼
2503,爆炒猪肝
2504,"照烧鸡腿


"
2505,芹菜炒腰花
2506,炝炒大白菜
2507,凉拌菠菜
2508,清炒菊花菜
2509,谷稻小庄 
2510,青炒扁豆
2511,南瓜枸杞小饼干
2512,南瓜芝士包
2513,牛奶卷
2514,小米南瓜粥
2515,白饭/大碗
2516,焖猪手
2517,冰糖红豆薏米粥
2518,辣炒田螺
2519,香菇鸡肉粥
2520,花蛤蒸蛋
2521,牛尾汤
2522,辣炒鱿鱼
2523,"照烧鸡腿


"
2524,一品香酥藕
2525,清爽拌凉面
2526,拌土豆丝
2527,凉拌蒜蓉西兰花
2528,"红酒土豆烧鸭腿


"
2529,长城窖酿解百纳红酒干红葡萄酒
2530,桂圆肉红豆八宝饭
2531,辣炒田螺
2532,培根紫菜卷
2533,爆炒双丝
2534,意文柠檬汁 
2535,番茄炖秋葵
2536,爆炒鸡翅
2537, 北冰洋汽水 
2538,白饭/小碗
2539,白饭/小碗
2540,香辣腐乳炒虾
2541,"香辣爆羊肝


"
2542,辣炒鱿鱼
2543,西瓜胡萝卜沙拉
2544,香辣腐乳炒虾
2545,芝士烩波士顿龙虾
2546,牛奶卷
2547,打卤面
2548,盘蟹蒸蛋
2549,香酥两吃大虾
2550,白饭/大碗
2551,谷稻小庄 
2552,蒜香辣花甲
2553,辣炒海带丝
2554,"照烧鸡腿


"
2555,姜葱炒花蟹
2556,"蒙古烤羊腿


"
2557,焖猪手
2558,爆炒鸡翅
2559,白胡椒胡萝卜羊肉汤
2560,酸辣藕丁
2561,孜然羊排
2562,葱油凉拌藕片
2563,香菇鹌鹑蛋
2564,山药养生粥
2565,辣炒海带丝
2566,"番茄炖牛腩


"
2567,西瓜胡萝卜沙拉
2568,凉拌萝卜丝
2569,大理石奶油蛋糕
2570,西瓜胡萝卜沙拉
2571,凉拌菠菜
2572,香酥两吃大虾
2573,美妙绝伦之白莲花
2574,番茄炖秋葵
2575,53度茅台
2576,自制猪肉脯
2577,香菇鹌鹑蛋
2578,38度剑南春 
2579,凉拌蒜蓉西兰花
2580,白饭/小碗
2581,不加一滴油的酸奶蛋糕
2582,大理石奶油蛋糕
2583,南瓜枸杞小饼干
2584,53度茅台
2585,纸杯蛋糕
2586,蒜香辣花甲
2587,麻辣小龙虾
2588,桂圆肉红豆八宝饭
2589,百里香奶油烤红酒牛肉
2590,冰镇花螺
2591,白饭/小碗
2592,焖猪手
2593,豌豆薯仔猪骨汤
2594,爆炒鸡翅
2595,啤酒鸭
2596,麻辣小龙虾
2597,凉拌蒜蓉西兰花
2598,芝士烩波士顿龙虾
2599,"蒙古烤羊腿


"
2600,油焖麻辣虾
2601,麻辣小龙虾
2602,"独家薄荷鲜虾牛肉卷


"
2603,水煮鱼
2604,"番茄炖牛腩


"
2605,清爽拌凉面
2606,"香烤牛排


"
2607,紫薯面包卷
2608,辣炒鱿鱼
2609,剁椒鱼头
2610,清蒸海鱼
2611,谷稻小庄 
2612,意文柠檬汁 
2613,打卤面
2614,芝士烩波士顿龙虾
2615,蒜香包
2616,鱼香肉丝拌面
2617,"五香酱驴肉


"
2618,五色糯米饭(七色)
2619,白斩鸡
2620,南瓜芝士包
2621,番茄甘蓝
2622,培根紫菜卷
2623,香酥两吃大虾
2624,杭椒鸡珍
2625,芝麻烤紫菜
2626,清蒸蝶鱼
2627,海带结豆腐汤
2628,啤酒鸭
2629,法国波尔多AOC干红葡萄酒原
2630,麻辣小龙虾
2631,培根紫菜卷
2632,香菇鸡肉粥
2633,蓝带啤酒罐装
2634,芝麻烤紫菜
2635,爆炒鸡翅
2636,清蒸海鱼
2637,蒜蓉生蚝
2638,白胡椒胡萝卜羊肉汤
2639,"独家薄荷鲜虾牛肉卷


"
2640,西瓜胡萝卜沙拉
2641,剁椒鱼头
2642,五色糯米饭(七色)
2643,避风塘炒蟹
2644,"香烤牛排


"
2645,爆炒猪肝
2646,孜然羊排
2647,凉拌蒜蓉西兰花
2648,葱油凉拌藕片
2649,清炒菊花菜
2650,焖猪手
2651,炝炒大白菜
2652,香酥两吃大虾
2653,爆炒鸡翅
2654,美妙绝伦之白莲花
2655,白胡椒胡萝卜羊肉汤
2656,黄花菜炒木耳
2657,木须豌豆
2658,爆炒猪肝
2659,黄花菜炒木耳
2660,干锅田鸡
2661,快炒黄鳝
2662,"五香酱驴肉


"
2663,辣炒鱿鱼
2664,"蒙古烤羊腿


"
2665,凉拌菠菜
2666,五色糯米饭(七色)
2667,黄油曲奇饼干
2668, 42度海之蓝
2669,豌豆薯仔猪骨汤
2670,糖醋蕃茄溜青花
2671,冰糖红豆薏米粥
2672,芝士烩波士顿龙虾
2673,大蒜苋菜
2674,50度古井贡酒
2675,谷稻小庄 
2676,白饭/大碗
2677,香酥两吃大虾
2678,爆炒猪肝
2679,辣炒鱿鱼
2680,五彩豆
2681,番茄有机花菜
2682,水煮鱼
2683,白饭/大碗
2684,路易拉菲红酒干红
2685,花蛤蒸蛋
2686,"香烤牛排


"
2687,焖猪手
2688,白饭/大碗
2689,谷稻小庄 
2690,冰糖红豆薏米粥
2691,"蒙古烤羊腿


"
2692,自制猪肉脯
2693,倒立蒸梭子蟹
2694,法国波尔多AOC干红葡萄酒原
2695,爆炒鸡翅
2696,糖醋蕃茄溜青花
2697,凉拌菠菜
2698,凉拌蒜蓉西兰花
2699,香酥两吃大虾
2700,孜然羊排
2701,"独家薄荷鲜虾牛肉卷


"
2702,凉拌菠菜
2703,西瓜胡萝卜沙拉
2704,五色糯米饭(七色)
2705,爆炒双丝
2706,番茄甘蓝
2707,小米南瓜粥
2708,糖醋蕃茄溜青花
2709,清爽拌凉面
2710,清爽拌凉面
2711,油焖麻辣虾
2712,白饭/小碗
2713,百里香奶油烤红酒牛肉
2714,"香辣爆羊肝


"
2715,炝炒大白菜
2716,芹菜炒腰花
2717,爆炒双丝
2718,姜葱炒花蟹
2719,拌土豆丝
2720,五彩豆
2721,培根花菜
2722,辣炒鱿鱼
2723,焖猪手
2724,清蒸海鱼
2725,干锅田鸡
2726,五色糯米饭(七色)
2727,50度古井贡酒
2728,桂圆枸杞鸽子汤
2729,自制猪肉脯
2730,芹菜炒腰花
2731,谷稻小庄 
2732,凉拌菠菜
2733,白胡椒胡萝卜羊肉汤
2734,白饭/小碗
2735,蛋挞
2736,姜葱炒花蟹
2737,大蒜苋菜
2738,蒜蓉生蚝
2739,芝士烩波士顿龙虾
2740,酸辣藕丁
2741,芝士烩波士顿龙虾
2742,清蒸海鱼
2743,倒立蒸梭子蟹
2744,凉拌菠菜
2745,"独家薄荷鲜虾牛肉卷


"
2746,白斩鸡
2747,花蛤蒸蛋
2748,百里香奶油烤红酒牛肉
2749,爆炒鸡翅
2750,爆炒鳝碌
2751,培根花菜
2752,紫薯面包卷
2753,炝炒大白菜
2754,黄尾袋鼠西拉子红葡萄酒
2755,孜然羊排
2756,"泡椒凤爪


"
2757,"蒙古烤羊腿


"
2758,爆炒猪肝
2759,不加一滴油的酸奶蛋糕
2760,红酒炖羊肉
2761,"红酒土豆烧鸭腿


"
2762,剁椒鱼头
2763,芝士烩波士顿龙虾
2764,白胡椒胡萝卜羊肉汤
2765,辣炒鱿鱼
2766,焖猪手
2767,避风塘炒蟹
2768,番茄炖秋葵
2769,"蒙古烤羊腿


"
2770,凉拌菠菜
2771,拌土豆丝
2772,蒜香辣花甲
2773,香酥两吃大虾
2774,"香烤牛排


"
2775,白胡椒胡萝卜羊肉汤
2776,爆炒猪肝
2777,桂圆肉红豆八宝饭
2778,"张裕葡萄酒张裕赤霞珠干红


"
2779,38度剑南春 
2780,"照烧鸡腿


"
2781,白饭/小碗
2782,五色糯米饭(七色)
2783,香菇鹌鹑蛋
2784, 北冰洋汽水 
2785,水煮鱼
2786,"独家薄荷鲜虾牛肉卷


"
2787,不加一滴油的酸奶蛋糕
2788,谷稻小庄 
2789,芹菜炒腰花
2790,超人气广式肠粉
2791, 北冰洋汽水 
2792,焖猪手
2793,西瓜胡萝卜沙拉
2794,农夫山泉NFC果汁100%橙汁
2795,桂圆肉红豆八宝饭
2796,凉拌萝卜丝
2797,大蒜苋菜
2798,露露无糖杏仁露
2799,香酥两吃大虾
2800,五彩藕苗
2801,清蒸蝶鱼
2802,炝炒大白菜
2803,香酥两吃大虾
2804,"独家薄荷鲜虾牛肉卷


"
2805,谷稻小庄 
2806,白饭/小碗
2807,纸杯蛋糕
2808,西瓜胡萝卜沙拉
2809,农夫山泉NFC果汁100%橙汁
2810,糖醋蕃茄溜青花
2811,冰糖红豆薏米粥
2812,大理石奶油蛋糕
2813,自制猪肉脯
2814,白饭/大碗
2815,白斩鸡
2816,谷稻小庄 
2817,白饭/大碗
2818,五色糯米饭(七色)
2819,爆炒鸡翅
2820,豌豆薯仔猪骨汤
2821,清蒸海鱼
2822,豌豆薯仔猪骨汤
2823,红酒炖羊肉
2824,一品香酥藕
2825,海带结豆腐汤
2826,干锅田鸡
2827,"蒙古烤羊腿


"
2828,香酥两吃大虾
2829,爆炒双丝
2830,谷稻小庄 
2831,凉拌菠菜
2832,白饭/大碗
2833,水煮鱼
2834,凉拌菠菜
2835,清炒菊花菜
2836,自制猪肉脯
2837,白饭/小碗
2838,清蒸蝶鱼
2839,"番茄炖牛腩


"
2840,白饭/大碗
2841,糖醋蕃茄溜青花
2842,"红酒土豆烧鸭腿


"
2843,"张裕葡萄酒张裕赤霞珠干红


"
2844,姜葱炒花蟹
2845,"番茄炖牛腩


"
2846,爆炒鸡翅
2847,"红酒土豆烧鸭腿


"
2848,"香辣爆羊肝


"
2849,香菇鹌鹑蛋
2850,黄花菜炒木耳
2851,香辣腐乳炒虾
2852,香酥两吃大虾
2853,拌土豆丝
2854,香菇鹌鹑蛋
2855,西瓜胡萝卜沙拉
2856,凉拌蒜蓉西兰花
2857,焖猪手
2858,牛尾汤
2859,纸杯蛋糕
2860,麻辣小龙虾
2861,爆炒猪肝
2862,核桃葡萄干土司
2863,香菇鸡肉粥
2864,紫薯面包卷
2865,南瓜芝士包
2866,小米南瓜粥
2867,酸辣汤面
2868,白斩鸡
2869,宝宝版牛肉肠粉
2870,打卤面
2871,酸辣藕丁
2872,爆炒猪肝
2873,拌土豆丝
2874,法国波尔多AOC干红葡萄酒原
2875,谷稻小庄 
2876,剁椒鱼头
2877,黄花菜炒木耳
2878,番茄有机花菜
2879,小米南瓜粥
2880,油焖麻辣虾
2881,农夫山泉NFC果汁100%橙汁
2882,美妙绝伦之白莲花
2883,芹菜炒腰花
2884,自制猪肉脯
2885,桂圆肉红豆八宝饭
2886,鲜美鳝鱼
2887,孜然羊排
2888,盘蟹蒸蛋
2889,桂圆枸杞鸽子汤
2890,爆炒双丝
2891,培根花菜
2892,干锅田鸡
2893,麻辣小龙虾
2894,凉拌蒜蓉西兰花
2895,52度泸州老窖 
2896,凉拌菠菜
2897,红酒炖羊肉
2898,快炒黄鳝
2899,白饭/大碗
2900,番茄炖秋葵
2901,五色糯米饭(七色)
2902,"红酒土豆烧鸭腿


"
2903,红酒炖羊肉
2904,百里香奶油烤红酒牛肉
2905,大蒜苋菜
2906,"张裕葡萄酒张裕赤霞珠干红


"
2907,黄尾袋鼠西拉子红葡萄酒
2908,爆炒双丝
2909,剁椒鱼头
2910,水煮鱼
2911,白饭/大碗
2912,意文柠檬汁 
2913,麻辣小龙虾
2914,皮蛋瘦肉粥
2915,蒜香辣花甲
2916,"番茄炖牛腩


"
2917,麻辣小龙虾
2918,姜葱炒花蟹
2919,芝士烩波士顿龙虾
2920,孜然羊排
2921,焖猪手
2922,"蒙古烤羊腿


"
2923,避风塘炒蟹
2924,爆炒鸡翅
2925,盘蟹蒸蛋
2926,糖醋蕃茄溜青花
2927,凉拌蒜蓉西兰花
2928,西瓜胡萝卜沙拉
2929,"香辣爆羊肝


"
2930,美妙绝伦之白莲花
2931,酸辣藕丁
2932,谷稻小庄 
2933,剁椒鱼头
2934,自制猪肉脯
2935,凉拌蒜蓉西兰花
2936,清蒸蝶鱼
2937,爆炒双丝
2938,凉拌菠菜
2939,凉拌萝卜丝
2940,纸杯蛋糕
2941,白饭/大碗
2942,蒜香包
2943, 北冰洋汽水 
2944,桂圆肉红豆八宝饭
2945,西瓜胡萝卜沙拉
2946,小米南瓜粥
2947,酸辣藕丁
2948,"蒙古烤羊腿


"
2949,清爽拌凉面
2950,超人气广式肠粉
2951,冰糖红豆薏米粥
2952,炝炒大白菜
2953,露露无糖杏仁露
2954,炝炒大白菜
2955,酸辣汤面
2956,番茄有机花菜
2957,小米南瓜粥
2958,路易拉菲红酒干红
2959,油焖麻辣虾
2960,白胡椒胡萝卜羊肉汤
2961,香酥两吃大虾
2962,水煮鱼
2963,哈尔滨啤酒罐装
2964,"香烤牛排


"
2965,香酥两吃大虾
2966,紫薯面包卷
2967,盘蟹蒸蛋
2968,姜葱炒花蟹
2969,芝麻烤紫菜
2970,蓝带啤酒罐装
2971,五彩藕苗
2972,西瓜胡萝卜沙拉
2973,辣炒鱿鱼
2974,特醇嘉士伯啤酒罐装
2975,百威啤酒罐装
2976,老式面包
2977,清炒菊花菜
2978,桂圆肉红豆八宝饭
2979,焖猪手
2980,白饭/大碗
2981,"独家薄荷鲜虾牛肉卷


"
2982,"红酒土豆烧鸭腿


"
2983,南瓜芝士包
2984,避风塘炒蟹
2985,"香烤牛排


"
2986,"香辣爆羊肝


"
2987,桂圆枸杞鸽子汤
2988,"香辣爆羊肝


"
2989,大蒜苋菜
2990,啤酒鸭
2991,芹黄鳝丝
2992,糖醋蕃茄溜青花
2993,番茄甘蓝
2994,金玉良缘
2995,番茄有机花菜
2996,冬瓜炒苦瓜
2997,拌土豆丝
2998,青炒扁豆
2999,青炒扁豆
3000,谷稻小庄 
3001,桂圆枸杞鸽子汤
3002,爆炒猪肝
3003,不加一滴油的酸奶蛋糕
3004,葡萄奶酥(超酥香的饼干)
3005, 42度海之蓝
3006,黄尾袋鼠西拉子红葡萄酒
3007,番茄炖秋葵
3008,孜然羊排
3009,孜然羊排
3010,杭椒鸡珍
3011,麻辣小龙虾
3012,清蒸海鱼
3013,核桃葡萄干土司
3014,海带结豆腐汤
3015,培根紫菜卷
3016,白饭/大碗
3017,糖醋蕃茄溜青花
3018,培根花菜
3019,凉拌萝卜丝
3020,培根花菜
3021,"党参黄芪炖牛尾


"
3022,金玉良缘
3023,爆炒双丝
3024,白胡椒胡萝卜羊肉汤
3025,路易拉菲红酒干红
3026,"蒙古烤羊腿


"
3027,"独家薄荷鲜虾牛肉卷


"
3028,农夫山泉NFC果汁100%橙汁
3029,意文柠檬汁 
3030,哈尔滨啤酒罐装
3031,青岛啤酒罐装
3032,蛋挞
3033,紫薯面包卷
3034,不加一滴油的酸奶蛋糕
3035,葡萄奶酥(超酥香的饼干)
3036,芝士烩波士顿龙虾
3037,咖啡奶香面包
3038,"香烤牛排


"
3039,西瓜胡萝卜沙拉
3040,纸杯蛋糕
3041,白饭/大碗
3042,冰糖红豆薏米粥
3043,五色糯米饭(七色)
3044,鱼香肉丝拌面
3045,香菇鸡肉粥
3046,桂圆肉红豆八宝饭
3047,油焖麻辣虾
3048,倒立蒸梭子蟹
3049,爆炒双丝
3050,蒜蓉生蚝
3051,白饭/大碗
3052,辣炒田螺
3053,孜然羊排
3054,"番茄炖牛腩


"
3055,拌土豆丝
3056,"照烧鸡腿


"
3057,油焖麻辣虾
3058,木须豌豆
3059,凉拌菠菜
3060,糖醋蕃茄溜青花
3061,长城窖酿解百纳红酒干红葡萄酒
3062,芹菜炒腰花
3063,谷稻小庄 
3064,水煮鱼
3065,山药养生粥
3066,蓝带啤酒罐装
3067,大蒜苋菜
3068,美妙绝伦之白莲花
3069,木须豌豆
3070,蒜香包
3071,西瓜胡萝卜沙拉
3072,香菇鸡肉粥
3073,金玉良缘
3074,孜然羊排
3075,辣炒鱿鱼
3076,"香辣爆羊肝


"
3077,拌土豆丝
3078,三丝鳝鱼
3079,蛋挞
3080,"蒙古烤羊腿


"
3081,小米南瓜粥
3082,桂圆肉红豆八宝饭
3083,小米南瓜粥
3084,凉拌蒜蓉西兰花
3085,清爽拌凉面
3086,肉丁茄子
3087,红酒炖羊肉
3088,麻辣小龙虾
3089,辣炒鱿鱼
3090,芝士烩波士顿龙虾
3091,清蒸蝶鱼
3092,"蒙古烤羊腿


"
3093,香酥两吃大虾
3094,爆炒鳝碌
3095,孜然羊排
3096,桂圆枸杞鸽子汤
3097,番茄蛋汤
3098,"番茄炖牛腩


"
3099,凉拌菠菜
3100,"红酒土豆烧鸭腿


"
3101,孜然羊排
3102,酸辣藕丁
3103,五彩藕苗
3104,干锅田鸡
3105,培根花菜
3106,黄花菜炒木耳
3107,清炒菊花菜
3108,谷稻小庄 
3109,路易拉菲红酒干红
3110,路易拉菲红酒干红
3111,黄油曲奇饼干
3112,紫薯面包卷
3113,五色糯米饭(七色)
3114,重庆特色油烧兔
3115,50度古井贡酒
3116,白饭/小碗
3117,爆炒双丝
3118,海带结豆腐汤
3119,金玉良缘
3120,五色糯米饭(七色)
3121,百里香奶油烤红酒牛肉
3122,清爽拌凉面
3123,豌豆薯仔猪骨汤
3124,芝士烩波士顿龙虾
3125,姜葱炒花蟹
3126,剁椒鱼头
3127,培根紫菜卷
3128,麻辣小龙虾
3129,辣炒田螺
3130,"红酒土豆烧鸭腿
"
3131,三丝鳝鱼
3132,爆炒鸡翅
